CID,SD,SD Z-score,DR,XC50,Activity,neut-smiles,Embeddings,# atoms,Max atomic num
5309863,41.1,5.761599063,4.375202421,42.15,Active,O=C(NCc1ccccc1)C1CCN(S(=O)(=O)c2cccc3cccnc23)CC1,"[0.02735794, 0.492102, 1.6278254, 0.60125965, -0.67092043, -1.4550476, -0.50556827, 1.0331335, -0.41883582, -1.7174588, -1.2022083, -0.13157281, 0.57664126, 0.4631543, 1.4269994, 0.16131291, 2.2890718, 0.95568514, -0.02296301, 1.5074714, 0.5571824, 0.7702774, -0.6473479, -1.5198344, -0.14351119, 0.2095897, -0.32965675, 3.5727255, 2.2096794, -0.5972304, -0.11056522, 0.23445433, 0.87795156, 0.74132335, 0.00360151, 1.6842476, 0.86698717, 0.10319699, 0.8037512, -1.4808555, 0.44433123, -1.4750732, -0.07703044, 0.99182713, 1.9049461, 2.6299927, -2.3649557, -0.4397917, -0.6032805, -1.6179338, 0.7996624, 0.25316003, 1.4836761, 0.11457837, -1.7878098, -1.7011348, 2.3742862, -2.7317307, 1.5893337, -1.3931756, 1.1599813, 1.4362916, 0.15543753, -0.7922002]",29,53
135398882,59.21,8.551136794,5.107905397,7.8,Active,CCC(=NNC(=O)c1ccccc1O)c1c(O)n(Cc2ccccc2)c(=O)[nH]c1=O,"[0.15768036, -0.71482885, -1.8710972, -1.0159377, 1.3795005, 1.400615, 1.3099525, 0.16229177, 2.0069785, 1.6082057, -0.51431441, -0.867217, -1.7944415, 2.414943, -0.064021647, 1.8577272, 1.9711521, 3.040273, -1.354861, -1.7102866, -0.01370193, 1.4445928, 0.70615989, 0.084294252, -0.86618221, -1.4629605, -0.11771757, 0.11251993, -1.1131314, 1.2254453, -0.11756864, 1.4451683, -0.14181386, -3.1941566, -6.4912063e-05, -3.7271826, 2.6747954, -2.130486, 2.7757576, 0.71635264, -1.1539158, 2.2886279, 0.19110982, -3.4671757, 0.98334855, -4.2083321, 1.0140935, 0.89515191, 0.51138604, -1.4337753, 2.062912, 3.0798442, -1.6722158, -0.81471324, -0.6583727, -0.2656782, 1.4708593, -5.0448432, 1.9145362, -2.2118413, 1.3480314, 1.06315, 0.30888873, 1.5304359]",30,53
5504333,29.39,3.957872568,4.254925208,55.6,Active,CCOc1cc([N+](=O)[O-])cc(C=C2NC(=O)N(Cc3ccccc3F)C2=O)c1O,"[-1.3739464, -1.5612304, -1.0331922, 0.8474488, 0.89938974, -0.13971622, 1.2525669, -0.6772645, 0.36043513, 1.2115802, -0.37078413, 1.2691178, -0.9304586, -0.5813924, -1.2961398, -0.68115866, 1.1438082, 1.6021687, 0.8051024, -1.9539129, -2.5611038, 0.27924186, -1.1724895, 0.46407855, -0.7606856, 0.6875622, 0.33405328, 0.1633964, -2.4100556, 1.9485943, -0.8773316, 0.9830252, 0.2012006, -3.065137, -0.17744532, -2.27069, 1.1334573, -1.4405043, 2.20599, 0.99106795, 1.3264726, 0.01396412, 0.6186476, -1.287788, 1.9601299, -2.0972292, 1.4939877, 1.5815685, -0.10145204, -0.4903068, -0.7945112, 1.9163432, 0.6194454, -1.9598947, -0.46877086, 0.46610114, 2.4009635, -2.536785, 0.13992815, 0.97093755, 1.8797563, -0.01347144, -0.01352376, 0.97073793]",29,53
666180,33.58,4.603270861,4.20481541,62.4,Active,CC(=O)Oc1ccc2c(C)c(CC(C)O)c(=O)oc2c1,"[0.5066577, -0.6048559, -0.55107564, -2.3001978, 0.9182839, 2.118831, 1.0919367, -0.6589928, 0.5196824, 1.305453, 0.5970782, -0.9863082, -0.75790614, 0.97489715, -0.16211532, 0.7020477, 1.2659713, 0.6419926, 0.2545578, 0.6608832, -1.0505692, -0.38113505, 1.3041066, -0.9009983, 0.03571282, -0.18590291, 0.8077156, 1.1698788, 0.9164826, 1.3734673, 0.10285904, 1.0226787, -0.08959542, -2.0981972, 1.1793926, 0.760885, 0.6539961, -0.3332634, 0.19330834, -0.5578089, -1.4724042, -0.02797192, -0.24339542, -0.46613586, 0.8772026, -1.0161823, 0.81319046, 1.9556772, 0.83654505, -1.4008099, 1.6572773, 0.6494874, 0.9030106, -0.69265294, -0.5430678, 0.7902494, 1.1705503, 0.13937932, 1.9795073, -1.7211753, 0.34652874, 1.3263651, -0.426512, 0.16907206]",20,53
1625680,68.92,10.04679728,4.946921557,11.3,Active,Cc1nc(SC(=Cc2ccc(-c3ccc(C(=O)O)c(Cl)c3)o2)C(=O)O)n[nH]1,"[-1.3039776, -0.1948667, -0.41167933, -0.8549642, 1.8196319, 1.6636965, 2.1887805, 0.40865996, 0.50177765, 0.9884939, -1.5207007, -0.20245187, -0.29894838, 1.9396635, -0.8422879, 2.2062113, 1.2568842, 0.9116478, -0.15095736, -1.3450203, -0.9360161, 2.375784, 1.6308231, 1.0699242, 0.54223496, -2.901859, 2.2219846, -0.5881402, -0.8463863, 2.147892, 0.34741238, 0.15047331, 0.06734332, -2.8026931, 1.055282, -1.8410374, 0.16740581, -0.22937474, 0.94990784, 1.2800466, -0.20273478, 1.6525398, 0.78816414, -3.0018518, -1.7410045, -3.944547, 2.146398, 2.5718787, 2.3545237, -1.9532386, 1.4689813, 2.323364, -1.8338606, -0.5962224, -0.04131697, 2.2991257, 0.58812636, -1.9596728, 1.1459547, 1.0860293, 2.0780761, 2.2701783, -0.25635135, 1.3790318]",27,53
3227808,85.74,12.63763243,5.074687909,8.42,Active,Cc1ccc2c(c1)c1nnc(SCC(=O)Nc3cccc(Cl)c3C)nc1n2CC(=O)O,"[-0.34797138, -1.0114578, -0.04953223, -0.5947545, 2.8262296, 3.5928483, 2.4861708, 1.4931974, 1.0677158, -2.797068, -0.5813529, -0.27909207, -1.1495111, 2.6574082, 1.8074795, 3.414519, 2.0613086, 2.6252654, 0.14447819, -1.7941703, 0.16177887, 1.3311918, 2.8418977, -1.4749634, 0.01179548, -2.3078158, 2.193853, -1.7928547, -0.08002552, 2.8763444, 0.1421767, -1.4289683, -0.09992465, -2.8959713, 1.4438776, -3.3915656, 0.23267543, -1.043499, 2.076651, 3.4829996, -1.8495411, 1.991546, -1.9975019, -1.7088641, 0.6337913, -3.269469, 1.8686708, 2.535383, 1.6339864, -1.4104913, 2.7010593, 1.01184, -2.467364, -0.57225037, -1.2030091, 2.727853, 2.3659213, -2.9902575, 2.7458735, 2.2264, 1.7765192, 2.2553844, -0.7987441, 1.521947]",31,53
1250233,48.22,6.858314063,4.534617149,29.2,Active,Cc1ccc(-n2nnnc2SCC(=O)NC(C(=O)O)(c2ccccc2)c2ccccc2)cc1C,"[-0.29168227, -1.3051004, -2.1730812, -0.99147564, 1.1675186, 2.267589, -0.48950294, -0.78954816, 1.8607097, 1.8643938, -2.0638053, -1.5505524, 0.0976593, 1.6484624, -0.68754345, 1.837151, 2.6903577, 1.247275, -2.1574125, 0.53046227, 1.0131879, 2.210625, 0.30479485, -0.21356317, -0.80906814, -3.6339352, 2.156945, -0.5933999, -0.7806803, 1.0855805, -1.2373158, 0.58988667, -1.4103653, -2.2917194, 1.999213, -1.5329956, 1.5999099, -0.3141337, -0.12192307, -1.030688, -0.2992321, 2.1921306, -1.7566887, -2.3206584, 1.6125274, -2.2579837, -1.4636803, 1.9415206, 2.525028, -2.0363703, 2.1243634, 1.9521836, -2.7487366, -0.7924342, -0.33133352, 1.6298434, 1.2656723, -1.7711397, 0.9528787, -0.4929196, 0.39911616, 3.2747939, -0.2229636, 1.342621]",34,53
2441420,59.08,8.531112504,4.43450637,36.77,Active,Cc1nnc(NC(=O)c2ccc3ccccc3n2)s1,"[-0.10951535, -0.45967704, 0.00834294, -0.24299802, 1.0526596, 0.9290381, 2.5537035, 0.02556907, -0.9418846, 1.5758482, 0.11316618, 0.15070936, 0.31738988, 2.56193, -0.8488833, 1.8854467, 1.0285434, 1.1294869, -0.2752764, -1.4132706, 0.258704, 0.73132193, 0.98224777, 0.12239069, -0.46415392, -1.0593036, 1.2534152, -0.31667727, 0.13421525, 1.1969159, 0.43875828, -0.70934904, 0.00836367, 0.40453717, 0.40965354, 0.500986, -0.09315399, -0.16169369, -0.1841301, 1.0132487, -0.28923517, 2.2145674, 0.51970506, -1.9133718, 0.94895816, 2.0877454, 0.16572662, 2.2719312, 1.809898, 1.3435594, 1.3136885, 0.9857745, 0.348066, 0.02313396, -0.05501726, 0.9931203, 0.6122933, 1.3718429, 0.44304162, 2.0350173, 0.45921052, 0.3160415, 0.4608026, 1.5778826]",19,53
2910188,40.72,5.703066521,4.522589312,30.02,Active,CCC1CCCCN1C(=S)NC(=O)c1cccs1,"[-0.19147144, 0.39395565, 0.2335581, 0.21376288, -0.7070329, -1.1441602, 1.034685, 2.3203633, -1.4348553, 2.385383, -1.4362829, 0.21346617, -0.68631357, -0.47586146, -1.3827108, -1.2898985, 1.9964367, -1.0746961, 1.9558837, -0.20584343, -0.00304595, 1.6559798, 0.5482648, 0.30006287, 0.707153, -0.37501597, -1.4368054, 0.70786244, -0.6855757, -0.5259648, 0.14149758, -1.6407145, -1.4284797, 2.0660698, -0.9253907, -0.15149407, -1.1610171, 0.04924101, 0.28014284, 1.5642284, 1.71086, 1.3185722, 0.28449902, -1.4035516, 0.76685655, 2.822973, 0.6923828, -0.81585205, -0.92731136, 0.9529057, -0.9384985, 1.042339, 0.10642004, -0.80579823, 0.15844914, 1.9416099, 0.16444215, -1.6676672, -0.41490495, 1.5210437, 2.4665098, -0.83232176, -0.35644606, 1.2140218]",18,53
6872000,66.27,9.638609814,5.048662481,8.94,Active,O=C(O)COc1ccc(C=Nn2c(COc3ccccc3)nc3ccccc3c2=O)cc1,"[-0.29580995, -1.7410523, -2.5895524, 0.06022667, 1.8257942, 1.4837248, 2.1961193, -1.0482146, -1.0509692, 3.3716812, -1.12189, -0.3759488, -1.3063501, 1.693127, -1.5284562, 3.5164325, 2.8363678, 2.743035, -1.299541, -3.2338674, -1.6789525, 2.1174924, 0.6789253, 2.1790323, -1.3301601, -1.7918745, 1.3673092, -0.56893194, -0.17838249, 0.9491666, -0.07586832, -0.58092725, -0.42138103, -2.4830024, 0.57469517, -1.9170481, 2.6652522, -1.3141013, 1.0936735, 2.1194246, 0.40639538, 2.713148, -0.3890196, -3.971472, 1.858204, -3.6016366, 1.3243093, 1.529045, 1.3619281, -4.083362, 2.4197729, 3.3565626, 0.14674942, -0.79355365, -0.3635179, 0.95581836, 1.9185784, -2.8568425, 0.8382207, -3.5127618, 1.4736712, 1.4335837, -1.4650918, 0.48410326]",32,53
1346717,30.11,4.068776332,3.965451753,108.28,Active,O=C(C=Cc1cccc([N+](=O)[O-])c1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,"[-0.28186655, -1.4127777, 1.9363843, 0.13321924, 1.0115235, 0.0518658, 1.2740703, -1.0125581, 1.5465845, -0.13008815, -0.0114647, 0.7384909, 0.3677941, -2.489439, -0.7971167, -0.7402357, -1.1664712, 1.2041284, -0.5348138, -0.8746565, -1.1092528, 2.0612352, -1.1429421, -0.85807174, -0.8240956, -0.69485295, 1.9392357, 1.5561593, 0.44992766, 1.4497683, -0.3026804, -0.59951055, 0.5088299, 0.89559466, 0.7152079, 1.8183502, 0.92678475, -0.9731162, 0.22786975, -1.151351, -0.7700233, -1.3887879, -0.20097265, -1.2902521, 1.2834789, 1.3241547, 0.8640019, -1.5795461, 0.35909396, -0.8630602, -0.23973599, -0.4781345, 1.9551221, 0.07228628, -0.6549907, -2.0073748, 0.06706472, 0.57150346, -0.4369885, -0.87988204, -0.80684674, -0.83721364, -0.5892898, -0.27609026]",29,53
9550832,45.23,6.397755376,4.290899718,51.18,Active,CCN(CC)C(=O)Cn1c(=O)n(-c2ccccc2)c(=O)c2c3c(sc21)CCC3,"[-0.8460389, 1.1820599, 1.4638808, 0.58249056, -2.096956, 2.1184056, 1.6222519, -0.4431492, -2.1274896, 2.2950678, -0.68357164, -1.1676673, -0.32187387, 1.5767423, 1.0049963, -2.3836753, -0.3161866, -0.8535398, 0.7314925, -1.595043, -0.72949433, -1.5029612, 1.7894404, -0.980917, -0.7351836, 2.0014777, 1.7695494, -0.14227976, 2.3357673, 1.508292, -1.2451029, -2.2237003, -0.17981762, -1.3690853, 3.0451095, -1.9776503, -1.2043155, -0.5006045, 0.43463767, 1.0879158, 0.04815587, 1.6924112, -1.2984465, -0.4072828, -1.5720171, -2.5536957, 1.8398415, 2.0841463, -0.64062107, 1.3280928, 0.20692873, 0.46297583, -2.4657924, 0.03909574, -0.75745136, -0.6488877, 1.6111763, 1.2843317, -1.1885794, 1.9829324, 1.9400676, 2.4912796, -0.32969913, 0.23305596]",28,53
2196104,29.47,3.970195208,4.235226283,58.18,Active,CC(=O)Nc1ccc(S(=O)(=O)Nc2cccc(-c3csc(C)n3)c2)cc1,"[-0.61508334, -0.1784442, -0.61651754, 0.7925241, 0.8010123, 1.2379202, 0.0119673, -0.3114568, 0.34311602, 0.31509468, -0.5314505, -0.8085031, 0.39161366, 1.0915213, 1.2143489, -0.31856024, 1.6761703, 0.7747968, -0.18749145, -2.2137487, 0.18807551, -1.1326184, 0.89557403, 1.0647093, -0.5182837, -0.4393392, 1.2292174, -0.978448, 0.7175077, 1.949008, -0.07313929, 0.6750792, 0.8493335, -0.04549594, -2.1721892, -1.4762297, 1.7636282, 0.11074317, 1.1201315, 1.6207186, -0.9952604, -0.17952044, 2.3793657, -2.3410215, -0.8523113, -1.0074692, 0.83996934, -0.9053724, 0.05068612, -1.8547976, 1.5139122, 0.38775355, 1.4162455, -0.34174252, -2.1387737, -1.0312006, 0.01498935, 0.65844524, 1.3120255, -1.8176419, 0.19812968, 0.99378896, -0.46626315, -0.1933888]",26,53
16189280,31.6,4.29828551,4.109467208,77.72,Active,O=C1c2ccccc2C(=O)c2c(NCCCN(CCO)CCO)cccc21,"[-0.09656181, -0.41537422, -1.7468247, 0.38786647, 0.21764472, -0.848622, 1.5477724, -0.4209864, 0.53873676, -0.4028187, -0.1811031, 0.21398774, 0.55981123, -1.333361, -1.1984152, -1.8397361, -0.6704467, 0.58335334, 0.04867206, 0.45372102, 0.38017094, 1.9299663, -0.35075015, 1.5296168, -0.32947692, -0.01659799, 1.717357, -0.62452483, 1.0656066, 2.4118044, -0.67849493, 1.9207679, -0.14929135, 0.8006333, -0.00459641, -1.0248241, 0.00385637, -0.61632454, 1.0515816, 2.659119, -0.39562103, 0.6029463, 1.1178648, -1.390661, -0.7351929, 1.4428529, 1.706955, 1.6029738, 0.88912094, -0.09378237, -0.17446059, -0.7263421, -1.2906461, -0.22192058, -0.3439289, 0.12896985, -0.6108214, 0.18685567, 0.70101035, 0.9557449, 1.739406, 0.82153434, -2.3280706, 0.03895053]",27,53
6870048,37.62,5.225564204,4.208169052,61.92,Active,Cc1ccc(S(=O)(=O)Nc2nc(C)c(C(=O)NN=Cc3ccccc3)s2)cc1,"[1.2856477, -0.01199854, -0.5431557, -0.06229471, 0.9481146, 1.7906628, 0.86340034, -0.5531098, 1.8627776, 0.89267796, 0.89232236, -1.9533347, -0.30175918, 0.57725245, -1.0280685, 1.6355121, 1.3519709, 2.3264587, -1.4150977, -0.04591762, -2.015685, 2.0691485, -0.50549036, -0.8139717, -0.28116584, -1.4526129, 1.277462, -0.05416673, -2.7103941, 2.7627246, -0.79184693, 1.3563418, -0.19029643, -2.6442976, -0.5081912, -1.6861289, 0.71814567, 0.13814099, 0.9518181, -0.39758086, 0.26789436, 2.0978386, 1.2876005, -3.0298712, 0.05179474, -3.588317, 0.444061, 0.01124553, 0.9990254, -3.099825, 1.1508678, 2.6546576, -1.5946454, -0.6281803, 0.02240608, 0.41614327, 0.80713814, -2.678225, 1.9130278, -0.82295144, 2.2690334, 0.7301828, 0.26106295, 1.5692782]",28,53
1075912,78.78,11.56556271,5.013228266,9.7,Active,O=C(O)c1ccc(Nc2nc(-c3cc4ccccc4oc3=O)cs2)cc1O,"[-0.2976909, 0.16955611, -1.5116279, -0.43021581, 2.1453576, 2.1559587, 2.4282515, -1.9429663, 0.55575013, 2.5261853, -0.21364374, 0.38250872, -0.21104763, 2.919374, -3.1155944, 2.9074314, 0.9180848, 1.4504484, -0.71089846, -2.8237464, -0.2717402, 2.0714748, 2.5000932, 1.1473368, -1.8136735, -2.7743518, 1.0809243, 0.030188007, 0.56896001, 1.9882275, 0.0034428798, -0.050770912, -0.43204936, -4.5826125, 0.90473658, -3.3110385, 1.0381764, -2.4699442, 1.8014388, 1.651214, -0.69904393, 2.7681158, 0.67539573, -4.1167588, -1.0630215, -2.5484123, 1.9040027, 2.3216319, 2.8196309, -1.9370948, 2.4482594, 1.6842458, -0.035095237, 0.48021346, -1.8523885, 2.1889906, 1.5732687, 0.73018378, 1.6550628, 1.769904, 0.80545074, 1.5733712, -0.80017871, 1.8676931]",27,53
2213806,30.13,4.071856992,4.04590228,89.97,Active,CCn1c(CNC(=O)c2cccs2)nnc1SCC(=O)NCCc1ccccc1,"[0.2500742, -0.81205165, 0.22223336, -1.5653613, -1.7109071, 1.8045475, -1.481467, -0.36135688, -0.5042603, 1.5021403, 0.06335968, -0.6262585, 0.42085332, 1.393, 1.808381, -1.4840617, 0.4825124, 0.5588456, 0.26814523, 1.9040347, 0.36023733, 0.68195367, -0.9734099, -1.1307272, -0.17524953, 0.4240674, 0.8953092, 0.45251578, 0.01459163, 0.7322663, -0.7613521, 1.3516034, -0.84571415, -0.63732433, 0.91512847, 0.8395738, 0.34735072, 1.3482977, -0.0680584, 1.649648, -0.44208232, 1.4291309, -0.32157257, -0.63154584, 1.6630018, 2.0152066, -1.0718486, -0.3374294, -1.1418229, 0.5812834, -0.10435604, 0.02727987, 1.776427, -0.5048055, 0.39933926, -0.06590218, 0.40226105, -0.924878, -1.1858486, 0.66070247, -0.23303774, 0.7965401, -0.22173798, 1.1028473]",29,53
6905844,30.84,4.181220426,4.320390428,47.82,Active,COc1cc(C=NNC(=O)c2cccnc2)ccc1OCC(=O)Nc1ccc(C)cc1,"[-0.0277228691, -0.273328215, -1.62348092, 0.288708925, 1.22609127, 0.132051349, -0.587760031, -1.19163656, -2.35964704, 1.98991954, 0.0030972797, -0.375265986, -0.545615554, -1.37644482, -1.91685653, 2.05410528, -1.34801304, 1.95194507, 1.11494756, -1.85287845, -1.34591401, 1.32403195, 0.830476642, -1.07834077, -0.829139411, -0.361694992, -1.56986201, 0.699656487, -0.58829248, -1.52366364, -0.31662491, 1.52248919, -1.14993024, 0.916010678, -0.853223681, 1.0816462, -2.12654567, 0.355221659, -0.00167701277, 0.901645005, -0.638040304, -2.32398391, -0.231333286, -1.08657086, 2.65585947, 4.00860786, -0.104020186, -1.06685758, 1.8859024, 0.501096308, -0.27683714, -2.28083873, 0.933352292, -1.31174469, -0.226405367, -1.58847165, 0.535311818, -0.00174107531, -1.47039402, -0.953222513, -0.437629282, -1.34009922, 0.0748121887, 1.83807731]",31,53
4108107,36.75,5.091555489,4.332173621,46.54,Active,O=C(NN1C(=O)c2ccccc2NC1c1ccoc1)c1ccccc1,"[-1.3167685, 0.1614168, -2.2196488, 0.5728124, 0.6466504, 1.0359323, 0.46910715, -0.2868285, 2.6650326, 1.3744313, -0.03977831, -0.42687663, -0.24844097, 0.9649688, -2.6004968, 0.8279005, -0.71939677, 0.7000435, -1.3349204, -1.4406447, -1.8297789, -0.09712104, 0.9232921, 1.1908108, -0.7049128, -2.405532, 0.4549087, 0.8997962, -2.1197374, 2.296922, -1.4623678, 2.4727576, 0.02390912, -1.5403084, 0.12104952, -3.8459384, 0.8254456, -0.5003113, 1.7261746, 1.7506362, -0.9035257, 0.05600731, 1.7888424, -2.1741743, -1.8124955, -3.3739762, 2.0914447, 0.886754, 1.4892094, -1.2605432, 1.2092968, 3.559084, -0.6356899, -1.4243783, -0.59705573, -2.0664272, 1.0728804, -2.6519005, 1.1476053, -0.8204885, 1.6616055, 1.7720759, -0.6215338, 1.2394688]",25,53
650774,33.51,4.592488551,4.194295296,63.93,Active,Cc1ccccc1N(CC(=O)NC1CCCC1)C(=O)CS(=O)CC(=O)Nc1ccc2c(c1)OCO2,"[-1.0039018, 0.30785412, 1.6583165, -0.40766448, -0.6694723, 1.9229697, -0.34338668, -0.31128854, 2.360702, -2.2465432, -2.0022628, -0.982964, 0.38353336, -0.649423, 0.21556413, -2.3572044, -1.0972435, 1.3420062, 1.1440737, 1.4603895, 0.141661, -1.28657, -0.11531071, -1.1527131, -0.3149974, 0.02634864, -0.48086494, -2.5069869, -0.18320821, 0.32786986, 0.31569004, -2.1170323, -2.5337434, -0.63725424, -0.18285541, -3.4987772, -0.4371613, -0.35285893, -0.05965799, 1.42586, -2.4843466, 1.5809828, -2.891914, 0.94614494, -1.7464038, -3.4230258, 2.8123007, 1.7110533, 2.0292048, 2.6483958, -1.875349, 0.7798403, -2.574604, -0.15127316, -0.16197029, 2.261201, -1.3008978, -0.82842463, 1.8140522, 1.7270441, 4.330547, 0.8717782, -0.06696378, 1.0136592]",35,53
3245487,45.41,6.425481317,4.431915669,36.99,Active,CCCCCNC(=O)c1ccc2c(=O)[nH]c3c(C(=O)NCC4CCCO4)sc(=S)n3c2c1,"[-2.2844265, -0.24094063, 1.5068076, -1.5458434, 0.87072325, 0.8906269, 1.6255062, -0.08335409, -0.5366473, 1.4713514, 0.56823003, 1.3435028, -0.40107608, 1.7832136, 1.1990781, 0.17762734, 0.9267664, -0.5454822, 0.02853516, -1.2100168, -0.16909036, 0.5670438, 0.73537195, -0.63966125, -0.00615253, -0.6842021, 1.9539934, -1.499215, 0.18434513, -0.95615494, -1.3181314, -1.387026, -1.5537716, -0.3446962, -0.5689687, 2.5041494, -0.81363094, 0.14440495, -0.9180575, 0.43143925, -0.1718914, 1.1833333, 1.4813566, -1.9248747, 1.786927, 2.3887646, 2.4152963, -0.86959463, -1.5039568, -0.29504052, -0.6336714, -4.079633, -0.0981866, -1.031983, 0.10336217, -0.72125477, -0.5796997, 1.5660825, -1.7597811, 1.29014, 0.430846, -0.20154166, -0.40475073, -0.8689161]",32,53
135497922,67.96,9.898925593,4.913640169,12.2,Active,COc1cc(C=NNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)OCC(C)C)cc([N+](=O)[O-])c1O,"[-0.75760955, -0.46626696, 1.1879902, -0.8909049, 2.0642085, 1.2383142, 2.6693025, -0.7635213, 0.58949304, 2.6012723, -2.8503432, 0.8500862, -2.6672924, 1.2591165, 1.4808686, 2.9718382, 2.1921153, 1.0035323, -0.5274415, -1.0136042, -0.77500504, 1.8367082, 0.86665034, 0.93576837, -0.5549371, -2.527585, 1.9557712, -0.6127381, -2.9770005, 2.6804776, -0.6827062, -1.5466994, -2.2104304, -2.579499, 1.2021353, -1.2789086, -0.7760478, -0.43963936, 0.1099334, 2.6264665, 0.12836838, 3.0612905, 0.82686836, -3.5248613, -0.55752015, 0.5344827, 2.6674578, 1.9235445, 1.8984185, -1.3324658, 1.4212465, 1.7901837, -2.886809, -0.17943329, -0.793523, 1.187386, 0.9669551, -4.959428, -0.4896721, 2.0498912, -1.0746608, 1.3658727, -1.0488471, -0.38072357]",36,53
135490310,70.12,10.23163689,5.168130226,6.79,Active,O=[N+]([O-])c1cc(Br)c(O)c(C=NNc2nnnn2-c2cccc3ccccc23)c1,"[-0.22683281, -0.37142488, -3.8292942, 0.14618465, 1.1763633, 1.8285623, 1.0694238, -2.1455038, 0.48380244, 1.4641932, -1.9679922, 0.077229105, -1.6659846, 2.2501116, -1.2353246, 1.4485152, 0.70063531, 2.0951984, -0.66878104, -1.0495998, -0.63490909, 1.5219558, 1.1050262, 0.46936956, -1.8160543, -2.496685, 1.6439729, -0.18296404, -1.5695004, 2.8485966, -1.2050327, 1.890322, -0.05018153, -2.0598979, 1.3194462, -2.4961963, 1.4091878, -2.8037398, 2.5955184, 1.2676101, -0.40261468, 3.0065758, 1.5438424, -4.2256937, 1.8645244, -2.1792367, 1.1622163, 1.4341819, 1.2332639, -2.9768622, 1.7324531, 2.1910079, -0.58054996, 0.0037780877, -2.1966052, 1.2128568, 2.3634851, -3.4757614, 1.7688662, -1.8172611, 2.8243334, 1.2483225, -0.11691909, 2.6984406]",29,53
135472783,42.42,5.964922631,4.574791949,26.62,Active,O=C(CNC(=O)c1ccccc1Br)NN=Cc1cc(Br)ccc1O,"[-1.420044, -1.8420384, -1.8940748, 0.20820081, -1.090242, 1.3826181, 1.6048117, -0.4519375, 0.97063583, 1.1691788, -0.6063709, -0.71243715, -0.31445464, 0.3951504, -1.526629, 1.5768534, 1.468062, 2.226848, -0.7386569, -0.48062274, -0.03309503, 0.9931299, 2.3288116, -1.7570862, -0.6471553, -0.92241824, -1.4967506, -0.68016636, -1.2017773, 1.6050502, 0.06193412, -1.6795259, 0.6297506, -2.21423, -0.6858527, -2.6686447, 1.9079528, -1.589384, 1.1287678, -0.71601194, -1.5391353, 1.2522537, -0.6763103, -1.226574, -1.4515855, -2.034116, 0.7588602, -1.1284505, 1.3483341, -2.0694199, 0.8923042, 1.023041, -0.6356662, -1.0447935, -1.0321431, 1.7870661, 1.3897458, -2.2721844, 1.3571508, 1.5088842, 2.0948386, 1.7332385, -0.39819884, 1.4618767]",24,53
16682704,28.84,3.873154415,4.33970384,45.74,Active,COC1=CC(=Cc2c(N)n3c(nc2=O)sc2cc(S(C)(=O)=O)ccc23)C=CC1=O,"[-2.6715782, -0.21629801, -1.4292436, -0.06473409, 1.2359923, 2.371441, 1.3911133, 0.0649892, -0.9626968, -0.7005841, 0.29299584, 1.5574359, -0.00798086, -0.93036765, -1.8890914, 0.34587932, 1.3854369, -0.23281847, -0.5462014, -0.88014513, -0.29206753, 4.2371936, 1.0691643, 0.0341421, -0.42336702, -1.255768, 2.3374724, 1.4504985, -1.7943063, -0.20187737, -0.9656713, 0.6104072, 0.09788202, -3.5685716, 0.7850558, -0.8208952, 0.40023944, -1.1274583, 1.0706114, 1.78812, -2.2079692, -1.7179438, 0.40130776, -1.4501584, -0.6702541, -1.2290567, 1.2606347, 0.1982792, 1.8182834, -3.5655692, -1.7451994, 1.0103375, -0.09928583, -0.09133585, -0.5154744, 0.4425883, 1.1767265, -3.8268542, -0.15493958, 0.7661317, 0.07558844, 1.4045776, -0.3547239, 0.30549437]",29,53
5965991,39.48,5.512065594,4.206768553,62.12,Active,Cc1c(N2C(=O)C(=O)C(=C(O)c3ccc(Cl)cc3)C2c2ccccc2)c(=O)n(-c2ccccc2)n1C,"[-0.6281752, -0.24982235, -2.763946, 1.1800653, 0.5315512, 1.4176884, -0.18687363, -1.0509437, -1.114761, 1.94178, -1.2793782, -0.7926519, -0.15797792, 1.5317305, -1.3047965, 1.9125719, 1.369154, 2.292437, -1.8009393, -0.679494, -1.1879779, 1.8128313, -1.4274994, -0.5262502, -0.6605128, -3.7069693, 1.7953687, 0.5692459, -0.8227254, 0.7273579, -0.8614821, -0.02534337, -1.1608837, -1.2071158, 0.7579889, -3.5076034, 1.1098268, 0.11738315, 0.13587502, 2.73189, -0.31962654, 0.8306344, 3.5156608, -3.9053183, 1.3623791, -2.3354552, 1.5196997, 1.5949069, 2.3715675, -0.86583465, 2.1729076, 2.5578947, -2.9561746, -1.00977, -0.44401732, -0.65013456, -0.94719476, -1.3616861, 0.32348403, 1.086261, 0.49405333, -1.2403159, -0.9333218, 2.6352458]",36,53
